"year","SVP","Kon","FDP","CVP","Demo","SP","LDU","CSP","GP","Ind","BDP","Lib","M","Oth","Seat","Code"
1965,0,0,0.4,0,0,0.4,0,0,0,0,0,0.2,0,0,5,"NE"
1966,0,0,0.4,0,0,0.4,0,0,0,0,0,0.2,0,0,5,"NE"
1967,0,0,0.4,0,0,0.4,0,0,0,0,0,0.2,0,0,5,"NE"
1968,0,0,0.4,0,0,0.4,0,0,0,0,0,0.2,0,0,5,"NE"
1969,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1970,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1971,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1972,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1973,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1974,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1975,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1976,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1977,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1978,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1979,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1980,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1981,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1982,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1983,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1984,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1985,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1986,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1987,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1988,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1989,0,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0,0,5,"NE"
1990,0,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0,0,5,"NE"
1991,0,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0,0,5,"NE"
1992,0,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0,0,5,"NE"
1993,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1994,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1995,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1996,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0,5,"NE"
1997,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,5,"NE"
1998,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,5,"NE"
1999,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,5,"NE"
2000,0,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,5,"NE"
2001,0,0,0.2,0,0,0.6,0,0,0,0,0,0.2,0,0,5,"NE"
2002,0,0,0.2,0,0,0.6,0,0,0,0,0,0.2,0,0,5,"NE"
2003,0,0,0.2,0,0,0.6,0,0,0,0,0,0.2,0,0,5,"NE"
2004,0,0,0.2,0,0,0.6,0,0,0,0,0,0.2,0,0,5,"NE"
2005,0,0,0.4,0,0,0.4,0,0,0.2,0,0,0,0,0,5,"NE"
2006,0,0,0.4,0,0,0.4,0,0,0.2,0,0,0,0,0,5,"NE"
2007,0,0,0.4,0,0,0.4,0,0,0.2,0,0,0,0,0,5,"NE"
2008,0,0,0.4,0,0,0.4,0,0,0.2,0,0,0,0,0,5,"NE"
2009,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2010,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2011,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2012,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2013,0.2,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2014,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2015,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2016,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2017,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2018,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2019,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2020,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2021,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,5,"NE"
2022,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2023,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
2024,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"NE"
1847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1864,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1865,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1866,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1867,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1868,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1869,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1870,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1871,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1872,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1873,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1874,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1875,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1876,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1877,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1878,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,7,"GE"
1879,0,0,0.43,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1880,0,0,0.71,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1881,0,0,0.86,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1882,0,0,0.86,0,0,0,0,0,0,0,0,0.14,0,0,7,"GE"
1883,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1884,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1885,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1886,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1887,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1888,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1889,0,0,0.29,0,0,0,0,0,0,0,0,0.71,0,0,7,"GE"
1890,0,0,0.29,0,0,0,0,0,0,0,0,0.71,0,0,7,"GE"
1891,0,0,0.29,0,0,0,0,0,0,0,0,0.71,0,0,7,"GE"
1892,0,0,0.29,0,0,0,0,0,0,0,0,0.71,0,0,7,"GE"
1893,0,0,0.43,0,0,0,0,0,0,0,0,0.57,0,0,7,"GE"
1894,0,0,0.43,0,0,0,0,0,0,0,0,0.57,0,0,7,"GE"
1895,0,0,0.43,0,0,0,0,0,0,0,0,0.57,0,0,7,"GE"
1896,0,0,0.43,0,0,0,0,0,0,0,0,0.57,0,0,7,"GE"
1897,0,0,0.71,0,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1898,0,0,0.71,0,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1899,0,0,0.57,0,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1900,0,0,0.57,0,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1901,0,0,0.57,0,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1902,0,0,0.57,0,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1903,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1904,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1905,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1906,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1907,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1908,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1909,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1910,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1911,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1912,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1913,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1914,0,0,0.71,0,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1915,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1916,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1917,0,0,0.57,0,0,0,0,0,0,0,0,0.43,0,0,7,"GE"
1918,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1919,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1920,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1921,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1922,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1923,0,0,0.29,0,0,0,0,0,0,0.14,0,0.57,0,0,7,"GE"
1924,0,0,0.43,0,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1925,0,0,0.43,0,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1926,0,0,0.43,0,0,0.29,0,0,0,0,0,0.14,0,0.14,7,"GE"
1927,0,0,0.43,0,0,0.14,0,0,0,0,0,0.14,0,0.29,7,"GE"
1928,0,0,0.43,0,0,0.14,0,0,0,0,0,0.14,0,0.29,7,"GE"
1929,0,0,0.43,0,0,0.14,0,0,0,0,0,0.14,0,0.29,7,"GE"
1930,0,0,0.57,0,0,0,0,0,0,0,0,0.14,0,0.29,7,"GE"
1931,0,0,0.57,0,0,0,0,0,0,0,0,0.29,0,0.14,7,"GE"
1932,0,0,0.57,0,0,0,0,0,0,0,0,0.29,0,0.14,7,"GE"
1933,0,0,0.29,0,0,0.57,0,0,0,0,0,0.14,0,0,7,"GE"
1934,0,0,0.29,0,0,0.57,0,0,0,0,0,0.14,0,0,7,"GE"
1935,0,0,0.29,0,0,0.57,0,0,0,0,0,0.14,0,0,7,"GE"
1936,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1937,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1938,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1939,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1940,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1941,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1942,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1943,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1944,0,0,0.57,0.14,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1945,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1946,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1947,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1948,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1949,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1950,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1951,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1952,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1953,0,0,0.43,0.14,0,0.14,0,0,0,0,0,0.29,0,0,7,"GE"
1954,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1955,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1956,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1957,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1958,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1959,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1960,0,0,0.57,0.14,0,0.14,0,0,0,0,0,0.14,0,0,7,"GE"
1961,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1962,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1963,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1964,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1965,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1966,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1967,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1968,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1969,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1970,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1971,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1972,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1973,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1974,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1975,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1976,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.14,0,0,7,"GE"
1977,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1978,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1979,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1980,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1981,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1982,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1983,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1984,0,0,0.29,0.14,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1985,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1986,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1987,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1988,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1989,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1990,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1991,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1992,0,0,0.14,0.29,0,0.29,0,0,0,0,0,0.29,0,0,7,"GE"
1993,0,0,0.43,0.29,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1994,0,0,0.43,0.29,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1995,0,0,0.43,0.29,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1996,0,0,0.43,0.29,0,0,0,0,0,0,0,0.29,0,0,7,"GE"
1997,0,0,0.43,0.14,0,0.43,0,0,0,0,0,0,0,0,7,"GE"
1998,0,0,0.43,0.14,0,0.43,0,0,0,0,0,0,0,0,7,"GE"
1999,0,0,0.43,0.14,0,0.43,0,0,0,0,0,0,0,0,7,"GE"
2000,0,0,0.43,0.14,0,0.43,0,0,0,0,0,0,0,0,7,"GE"
2001,0,0,0.14,0.29,0,0.43,0,0,0,0,0,0.14,0,0,7,"GE"
2002,0,0,0.14,0.29,0,0.43,0,0,0,0,0,0.14,0,0,7,"GE"
2003,0,0,0.14,0.29,0,0.43,0,0,0,0,0,0.14,0,0,7,"GE"
2004,0,0,0.14,0.29,0,0.43,0,0,0,0,0,0.14,0,0,7,"GE"
2005,0,0,0.29,0.14,0,0.43,0,0,0.14,0,0,0,0,0,7,"GE"
2006,0,0,0.29,0.14,0,0.43,0,0,0.14,0,0,0,0,0,7,"GE"
2007,0,0,0.29,0.14,0,0.43,0,0,0.14,0,0,0,0,0,7,"GE"
2008,0,0,0.29,0.14,0,0.43,0,0,0.14,0,0,0,0,0,7,"GE"
2009,0,0,0.43,0.14,0,0.14,0,0,0.29,0,0,0,0,0,7,"GE"
2010,0,0,0.43,0.14,0,0.14,0,0,0.29,0,0,0,0,0,7,"GE"
2011,0,0,0.43,0.14,0,0.14,0,0,0.29,0,0,0,0,0,7,"GE"
2012,0,0,0.43,0.14,0,0.14,0,0,0.29,0,0,0,0,0,7,"GE"
2013,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2014,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2015,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2016,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2017,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2018,0,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0.14,7,"GE"
2019,0,0,0.29,0.14,0,0.29,0,0,0.14,0,0,0,0,0.14,7,"GE"
2020,0,0,0.29,0.14,0,0.29,0,0,0.14,0,0,0,0,0.14,7,"GE"
2021,0,0,0.29,0.14,0,0.29,0,0,0.14,0,0,0,0,0.14,7,"GE"
2022,0,0,0.14,0.14,0,0.29,0,0,0.29,0,0,0,0,0.14,7,"GE"
2023,0,0,0.14,0.14,0,0.29,0,0,0.29,0,0,0,0,0.14,7,"GE"
2024,0,0,0.43,0,0,0.29,0,0,0.14,0,0,0,0.14,0,7,"GE"
1928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,"AI"
1999,0,0,0,0.86,0,0,0,0,0,0.14,0,0,0,0,7,"AI"
2000,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2001,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2002,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2003,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2004,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2005,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2006,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2007,0,0,0,0.86,0,0,0,0,0,0.14,0,0,0,0,7,"AI"
2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"AI"
2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"AI"
2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"AI"
2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"AI"
2012,0,0,0,0.86,0,0,0,0,0,0.14,0,0,0,0,7,"AI"
2013,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2014,0,0,0,0.71,0,0,0,0,0,0.29,0,0,0,0,7,"AI"
2015,0,0,0,0.57,0,0,0,0,0,0.43,0,0,0,0,7,"AI"
2016,0,0,0,0.57,0,0,0,0,0,0.43,0,0,0,0,7,"AI"
2017,0,0,0,0.57,0,0,0,0,0,0.43,0,0,0,0,7,"AI"
2018,0,0,0,0.57,0,0,0,0,0,0.43,0,0,0,0,7,"AI"
