"year","SVP","Kon","FDP","CVP","Demo","SP","LDU","CSP","GP","Ind","BDP","Lib","M","Oth","Seat","Code"
1870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1883,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1894,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,5,"BL"
1895,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,5,"BL"
1896,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,5,"BL"
1897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"BL"
1925,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1926,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1927,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1928,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1929,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1930,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1931,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1932,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1933,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1934,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1935,0,0,0.6,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1936,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1937,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1938,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1939,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1940,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1941,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1942,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0,5,"BL"
1943,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0,5,"BL"
1944,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0,5,"BL"
1945,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0,5,"BL"
1946,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0,5,"BL"
1947,0,0,0.2,0.2,0,0.6,0,0,0,0,0,0,0,0,5,"BL"
1948,0,0,0.2,0.2,0,0.4,0,0,0,0.2,0,0,0,0,5,"BL"
1949,0,0,0.2,0.2,0,0.4,0,0,0,0.2,0,0,0,0,5,"BL"
1950,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1951,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1952,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1953,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1954,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1955,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1956,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1957,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1958,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,5,"BL"
1959,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1960,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1961,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1962,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1963,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1964,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1965,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1966,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1967,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1968,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1969,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1970,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1971,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1972,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1973,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1974,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1975,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1976,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1977,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1978,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1979,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1980,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1981,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1982,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1983,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1984,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1985,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1986,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1987,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1988,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
1989,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1990,0.2,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1991,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1992,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1993,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1994,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1995,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1996,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1997,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1998,0,0,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,5,"BL"
1999,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2000,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2001,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2002,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2003,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2004,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2005,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2006,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2007,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2008,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2009,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2010,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"BL"
2011,0,0,0.4,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2012,0,0,0.4,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2013,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2014,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2015,0.2,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,5,"BL"
2016,0.2,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,5,"BL"
2017,0.2,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,5,"BL"
2018,0.2,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,5,"BL"
2019,0.2,0,0.4,0.2,0,0,0,0,0.2,0,0,0,0,0,5,"BL"
2020,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2021,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2022,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2023,0.2,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
2024,0,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,5,"BL"
1876,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1877,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1878,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1879,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1880,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1881,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1882,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1883,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1884,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1885,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1886,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,5,"SH"
1887,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1888,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1889,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1890,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1891,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1892,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1893,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1894,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,5,"SH"
1895,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1896,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1897,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1898,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1899,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1900,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1901,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1902,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1903,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1904,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1905,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,5,"SH"
1906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1920,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1921,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1922,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1923,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1924,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1925,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1926,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1927,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1928,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1929,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1930,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1931,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1932,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1933,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1934,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,5,"SH"
1935,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1936,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1937,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1938,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1939,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1940,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1941,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1942,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1943,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1944,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1945,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1946,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1947,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1948,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1949,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1950,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1951,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1952,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1953,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1954,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1955,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1956,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1957,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1958,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1959,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1960,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1961,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1962,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1963,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1964,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1965,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1966,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1967,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
1968,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1969,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1970,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1971,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1972,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1973,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1974,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1975,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1976,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1977,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1978,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1979,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1980,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1981,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1982,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1983,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1984,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1985,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1986,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1987,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1988,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1989,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1990,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1991,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1992,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1993,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1994,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1995,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1996,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1997,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1998,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1999,0.2,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
2000,0.2,0,0.2,0,0,0.4,0,0,0.2,0,0,0,0,0,5,"SH"
2001,0.2,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0,5,"SH"
2002,0.2,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0,5,"SH"
2003,0.2,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0,5,"SH"
2004,0.2,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0,5,"SH"
2005,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2006,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2007,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2008,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2009,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2010,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2011,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2012,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2013,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2014,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2015,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2016,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2017,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2018,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2019,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2020,0.4,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,5,"SH"
2021,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
2022,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
2023,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
2024,0.4,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,5,"SH"
1839,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1840,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1841,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1842,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1843,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1844,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1845,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1846,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,7,"SG"
1847,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1848,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1849,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1850,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0,0,7,"SG"
1851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"SG"
1859,0,0,0.57,0.43,0,0,0,0,0,0,0,0,0,0,7,"SG"
